ensemble_cluster_id,product_idx,supermarket,score,pass
13202,17883,Morrisons,0.8201,2
12882,18269,Morrisons,0.8188,2
8091,28175,Morrisons,0.8179,2
10999,15021,ASDA,0.8176,2
11143,2696,ASDA,0.8176,2
11936,844,ASDA,0.8176,2
7453,60633,Tesco,0.8173,2
2790,42584,Sains,0.817,2
7173,29397,Morrisons,0.8164,2
4740,32328,Sains,0.8155,2
1115,30439,Morrisons,0.8151,2
12818,432,ASDA,0.815,2
11122,16896,ASDA,0.8144,2
6809,27246,Morrisons,0.8142,2
11108,4538,ASDA,0.8119,2
7846,54513,Tesco,0.8111,2
4563,54545,Tesco,0.809,2
9766,12360,ASDA,0.8088,2
13185,24138,Morrisons,0.8084,2
8703,64984,Tesco,0.8074,2
13229,18903,Morrisons,0.8061,2
10839,4995,ASDA,0.806,2
8080,54533,Tesco,0.8057,2
4324,43474,Sains,0.8052,2
3260,20032,Morrisons,0.805,2
9724,6405,ASDA,0.8046,2
5515,62414,Tesco,0.8042,2
11048,2570,ASDA,0.8032,2
2773,36635,Sains,0.8029,2
2666,24617,Morrisons,0.8026,2
3620,19648,Morrisons,0.8023,2
1626,35752,Sains,0.8001,2
4726,36956,Sains,0.7997,2
719,45352,Sains,0.799,2
11105,5013,ASDA,0.7976,2
905,49603,Tesco,0.797,2
4238,53634,Tesco,0.7966,2
9331,11830,ASDA,0.7962,2
9360,14048,ASDA,0.7958,2
13059,21196,Morrisons,0.795,2
9269,7947,ASDA,0.7943,2
11402,45632,Sains,0.7924,2
13516,25685,Morrisons,0.7913,2
7703,18087,Morrisons,0.7895,2
5372,35815,Sains,0.7895,2
4024,44519,Sains,0.7888,2
13128,14116,ASDA,0.7879,2
10496,51520,Tesco,0.7869,2
13822,16589,ASDA,0.7864,2
10981,60216,Tesco,0.7854,2
10614,64938,Tesco,0.7843,2
13508,4727,ASDA,0.7842,2
3950,61534,Tesco,0.7832,2
13765,26331,Morrisons,0.7827,2
6904,30570,Morrisons,0.7813,2
11702,13130,ASDA,0.7791,2
12424,20825,Morrisons,0.7781,2
9346,16664,ASDA,0.777,2
13140,14170,ASDA,0.7759,2
2069,23066,Morrisons,0.7753,2
12341,3373,ASDA,0.775,2
2482,57368,Tesco,0.7744,2
13242,15210,ASDA,0.7733,2
10898,15158,ASDA,0.7724,2
2048,64494,Tesco,0.771,2
144,59540,Tesco,0.7709,2
5228,37697,Sains,0.7697,2
14039,20145,Morrisons,0.7669,2
4894,64934,Tesco,0.7655,2
8312,56278,Tesco,0.7654,2
4043,28859,Morrisons,0.7624,2
8094,56813,Tesco,0.7611,2
11094,46703,Sains,0.7609,2
13273,15027,ASDA,0.7596,2
6365,24796,Morrisons,0.7591,2
364,30472,Morrisons,0.7584,2
14235,22724,Morrisons,0.7566,2
10948,2598,ASDA,0.7564,2
7321,27499,Morrisons,0.7562,2
6306,52377,Tesco,0.7545,2
10929,59383,Tesco,0.7542,2
6222,55677,Tesco,0.7512,2
9180,5836,ASDA,0.7497,2
13980,20004,Morrisons,0.7496,2
10943,15134,ASDA,0.7457,2
8387,23456,Morrisons,0.7447,2
10728,8690,ASDA,0.7441,2
2612,30511,Morrisons,0.7411,2
2556,53975,Tesco,0.7388,2
10888,4634,ASDA,0.7377,2
4673,61948,Tesco,0.7371,2
9465,1132,ASDA,0.7366,2
11175,59963,Tesco,0.7341,2
2406,58934,Tesco,0.7338,2
12446,3270,ASDA,0.7322,2
10186,54847,Tesco,0.7317,2
7671,55768,Tesco,0.7316,2
13830,30085,Morrisons,0.7315,2
4935,52729,Tesco,0.7313,2
13419,15464,ASDA,0.7268,2
13648,7520,ASDA,0.7262,2
10943,47390,Sains,0.7257,2
14107,28138,Morrisons,0.725,2
13549,16310,ASDA,0.7232,2
6430,28078,Morrisons,0.7232,2
4473,32501,Sains,0.7227,2
12265,61835,Tesco,0.7226,2
6932,20008,Morrisons,0.721,2
3217,26527,Morrisons,0.719,2
13740,19173,Morrisons,0.7188,2
12383,16918,ASDA,0.7185,2
10559,13638,ASDA,0.7181,2
13485,25472,Morrisons,0.7165,2
11058,64937,Tesco,0.7156,2
11279,1130,ASDA,0.7151,2
10899,15417,ASDA,0.7149,2
9706,16001,ASDA,0.7147,2
2576,24431,Morrisons,0.712,2
7757,24267,Morrisons,0.712,2
13250,29193,Morrisons,0.7111,2
14106,26467,Morrisons,0.711,2
11067,11418,ASDA,0.7085,2
7564,24830,Morrisons,0.7043,2
13462,13386,ASDA,0.7043,2
8407,56522,Tesco,0.7019,2
5572,18430,Morrisons,0.7012,2
9298,50076,Tesco,0.7004,2
2239,49716,Tesco,0.6982,2
12661,22363,Morrisons,0.6976,2
14043,6533,ASDA,0.6974,2
10628,13961,ASDA,0.6968,2
14328,4719,ASDA,0.6955,2
11200,4525,ASDA,0.6944,2
11857,12377,ASDA,0.6929,2
12853,22537,Morrisons,0.6923,2
13324,4635,ASDA,0.6918,2
2335,24736,Morrisons,0.6914,2
8635,24759,Morrisons,0.6883,2
2498,24629,Morrisons,0.6873,2
8080,18993,Morrisons,0.6865,2
12279,28524,Morrisons,0.6796,2
8245,40792,Sains,0.6779,2
11993,33479,Sains,0.6763,2
63,24701,Morrisons,0.6723,2
7195,56040,Tesco,0.6689,2
13630,28460,Morrisons,0.6678,2
9175,3112,ASDA,0.6673,2
8378,18023,Morrisons,0.6673,2
5725,24448,Morrisons,0.6651,2
9051,39180,Sains,0.6644,2
5554,28441,Morrisons,0.6639,2
11204,15030,ASDA,0.6617,2
10367,3746,ASDA,0.6604,2
2575,24451,Morrisons,0.6569,2
13058,435,ASDA,0.6553,2
4186,33457,Sains,0.6533,2
8788,53004,Tesco,0.6522,2
9573,6550,ASDA,0.6478,2
13471,643,ASDA,0.6474,2
12319,22029,Morrisons,0.647,2
7876,54495,Tesco,0.6461,2
13270,599,ASDA,0.6443,2
2574,39411,Sains,0.6431,2
13284,1872,ASDA,0.6426,2
10608,36914,Sains,0.6425,2
14259,16648,ASDA,0.6384,2
7791,17524,Morrisons,0.6344,2
9184,14998,ASDA,0.6332,2
12203,56365,Tesco,0.6319,2
2094,58742,Tesco,0.6315,2
3534,28810,Morrisons,0.6312,2
6338,57383,Tesco,0.6283,2
5606,42400,Sains,0.6232,2
14178,25919,Morrisons,0.6232,2
6017,30075,Morrisons,0.6225,2
11087,634,ASDA,0.6213,2
9267,55730,Tesco,0.618,2
2862,56255,Tesco,0.6167,2
10892,4632,ASDA,0.6162,2
13248,13117,ASDA,0.6162,2
6105,30898,Morrisons,0.6118,2
6368,48483,Sains,0.6104,2
9168,145,ASDA,0.6086,2
13828,7356,ASDA,0.6072,2
433,48131,Sains,0.607,2
9630,9030,ASDA,0.6066,2
6302,39584,Sains,0.6058,2
6868,52632,Tesco,0.6015,2
13177,17834,Morrisons,0.5967,2
14483,29265,Morrisons,0.5931,2
12931,8,ASDA,0.593,2
6352,29772,Morrisons,0.5918,2
2094,22608,Morrisons,0.5856,2
13535,14891,ASDA,0.5847,2
13004,18321,Morrisons,0.5829,2
11881,62784,Tesco,0.5829,2
5941,26097,Morrisons,0.5814,2
10969,40822,Sains,0.5802,2
10996,41351,Sains,0.5788,2
6176,62305,Tesco,0.5787,2
2133,20256,Morrisons,0.5763,2
10913,13397,ASDA,0.5727,2
5097,19742,Morrisons,0.5702,2
10268,7707,ASDA,0.57,2
2084,17504,Morrisons,0.5677,2
999,61359,Tesco,0.5573,2
2332,30412,Morrisons,0.5566,2
13671,28100,Morrisons,0.5564,2
13295,25091,Morrisons,0.5504,2
14262,12491,ASDA,0.5501,2
