ensemble_cluster_id,cluster_size,min_cos,min_jac,size_ratio,n_brands,n_cats,confidence_score,likely_good
7163,2,0.5834066062828916,0.6666666666666666,1.1683333333333332,0,1,0.8132853709466361,True
7164,2,0.6237337755102027,1.0,1.0,0,1,0.9244573323615155,True
7165,2,0.7464973475527921,0.5555555555555556,1.0,1,2,0.8668851066231543,False
7167,2,0.9066954500707415,1.0,1.0,0,1,1.0,True
7168,2,0.6089100119248286,0.75,1.0727272727272728,0,1,0.9181042908249266,True
7170,2,0.9999999999999999,1.0,1.0,1,1,1.0,True
7172,2,0.6980049644685187,1.0,1.0,1,2,0.9062878419150794,False
7173,2,0.6219046838722034,1.0,1.0,1,2,0.8736734359452302,False
7176,3,0.6808431110993932,0.7142857142857143,1.0,1,2,0.89893276189974,False
7178,2,0.3918420649563465,0.5,1.0294117647058822,0,1,0.7417418373622437,False
7179,3,0.9005218553966944,1.0,1.0,1,1,1.0,True
7180,3,0.6697381517797822,0.3076923076923077,1.0,0,1,0.7807119551583682,True
7181,2,0.8874079070711651,0.9,1.0,0,1,1.0,True
7183,2,0.9091778839545073,1.0,1.0833333333333333,1,2,0.9500000000000001,False
7184,3,0.7759586445265592,0.75,1.0,1,2,0.9396965619399539,False
7185,4,0.5688236349180855,0.5,1.0272727272727273,1,2,0.7675910816315606,False
7186,4,0.7125308264786873,0.75,1.0272727272727273,1,2,0.9125132113480089,False
7188,2,0.8788699781301919,1.0,1.0,1,2,0.9500000000000001,False
7189,3,0.9096645543276204,1.0,1.0,1,2,0.9500000000000001,False
7190,2,0.9999999999999996,1.0,1.0,1,2,0.9500000000000001,False
7192,4,0.9725257020028638,1.0,1.0,1,2,0.9500000000000001,False
7193,2,0.8975616050389859,1.0,1.0833333333333333,0,1,1.0,True
7196,3,0.6866263383001039,0.42857142857142855,1.0,2,1,0.7333160497476636,False
7197,3,0.640670657258916,1.0,1.0,0,1,0.931715995968107,True
7199,3,0.8609535716869222,1.0,1.0,1,2,0.9500000000000001,False
7200,2,0.7609078478637956,0.6,1.05,0,1,0.9415795538463887,True
7204,2,0.6922251605001853,1.0,1.0,0,1,0.9538107830715079,True
7205,2,1.0,1.0,1.0,1,2,0.9500000000000001,False
7206,2,0.9999999999999994,1.0,1.0,1,1,1.0,True
7207,2,0.8135810952100468,0.5,1.0,0,2,0.8666666666666668,False
7210,3,0.950236792268959,1.0,1.0285714285714285,1,2,0.9500000000000001,False
7211,3,0.6958220383898391,0.4,1.0,1,2,0.7803523021670741,False
7212,3,0.9506816753981646,1.0,1.0285714285714285,1,2,0.9500000000000001,False
7213,4,0.7233123428046871,0.6666666666666666,1.0,0,1,0.95324497231312,True
7215,2,0.5259480056819538,0.2,1.0,0,1,0.6742158119589325,False
7217,2,0.608337807146926,0.4,1.0,0,2,0.7428590602058255,False
7218,3,0.529690687218673,0.5,1.0,0,2,0.7508198183318123,False
7219,3,0.5227374960938169,0.5,1.0,0,2,0.7478398792783026,False
7221,4,0.5906940584182273,0.6,1.145374449339207,0,1,0.7886307869411451,True
7222,2,0.8330568498308171,0.6,1.0227272727272727,0,1,0.9583333333333333,True
7224,3,0.4962600555759242,0.3333333333333333,1.0,0,1,0.7170479603261897,True
7225,2,0.7320857472341429,0.5,1.0294117647058822,0,1,0.8875605583384423,True
7226,4,0.8547065892599608,0.4,1.0,0,1,0.875,True
7227,3,0.7754408797269763,0.8,1.001319501319501,0,2,0.9394746627401328,False
7228,2,0.938963503888404,1.0,1.0,0,1,1.0,True
7230,2,0.9447615326383606,1.0,1.0,0,2,0.9500000000000001,False
7232,2,0.5737649157369104,0.5,1.0,1,1,0.8197087734110569,True
7233,3,0.8810637951429695,0.7777777777777778,1.0009099181073704,1,3,0.9500000000000001,False
7234,2,1.0000000000000004,1.0,1.0,0,1,1.0,True
