cluster_id,product_idx,supermarket,names,category,known_brand_clean,own_brand,tier_type,unit_value,unit_type,pack_quantity,core_product_name,normalized_name,prices_(£),prices_unit_(£),product_type,cluster_size,n_supermarkets,match_type,avg_pairwise_score
285,279,Morrisons,Baron Philippe de Rothsch…,drinks,,False,,751.9,ml,,Baron Philippe de Rothsch…,baron philippe de rothsch,11.0,14.63,unbranded,1,1,unbranded,
286,280,ASDA,Ryvita Crackerbread Wholegrain Crackers 125g,food_cupboard,Ryvita,False,,125.0,g,,Crackerbread Wholegrain Crackers,crackerbread wholegrain crackers,2.0,16.0,branded,1,1,branded,
287,281,Morrisons,Highland Spring Still Water Sports Cap,drinks,Highland Spring,False,,4642.9,ml,,Still Water Sports Cap,still water sports cap,3.25,0.7,branded,1,1,branded,
288,283,ASDA,ASDA Vegetable Bouillon Mix,food_cupboard,,True,standard,150.4,g,,Vegetable Bouillon Mix,vegetable bouillon mix,2.0,13.3,own_brand,1,1,own_brand,
289,284,Sains,Get More Vits Vitamin D Sparkling Mango & Passionfruit 4x330ml,drinks,,False,,1320.0,ml,4.0,Get More Vits Vitamin D Sparkling Mango and Passionfruit,get more vits vitamin d sparkling mango and passionfruit,4.5,3.4,unbranded,1,1,unbranded,
290,285,Tesco,Tesco Raspberry Trifles 405G (3X135g),fresh_food,,True,standard,405.0,g,3.0,Raspberry Trifles,raspberry trifles,2.0,4.9,own_brand,1,1,own_brand,
291,286,Morrisons,Brothers App Solutely Pear Fect Cider,drinks,Brothers,False,,500.0,ml,,App Solutely Pear Fect Cider,app solutely pear fect cider,2.0,4.0,branded,1,1,branded,
292,287,ASDA,This Isn't Chicken Shawarma 170g,free-from,,False,,170.0,g,,This Isn't Chicken Shawarma,this isn t chicken shawarma,3.3,19.41,unbranded,1,1,unbranded,
293,288,ASDA,Branston Baked Beans with Sausages in Tomato Sauce,food_cupboard,Branston,False,,404.9,g,,Baked Beans with Sausages in Tomato Sauce,baked beans with sausages in tomato sauce,1.0,2.47,branded,1,1,branded,
294,289,Sains,Nissin Cup Noodles 5 Spices Beef Flavour Instant Ramen Style Pot 64g,food_cupboard,Nissin,False,,64.0,g,,Cup Noodles 5 Spices Beef Flavour Instant Ramen Style Pot,cup noodles 5 spices beef flavor instant ramen style pot,1.9,29.69,branded,1,1,branded,
295,290,ASDA,Fage Strawberry Thick & Smooth Strained Yoghurt,fresh_food,Fage,False,,380.4,g,,Strawberry Thick and Smooth Strained Yoghurt,strawberry thick and smooth strained yogurt,1.75,4.6,branded,1,1,branded,
296,291,Sains,Sainsbury's Cheesy Bean Slices x2 300g,fresh_food,,True,standard,300.0,g,2.0,Cheesy Bean Slices,cheesy bean slices,2.0,6.6,own_brand,1,1,own_brand,
297,292,Sains,SO Organic Broccoli 500g,free-from,,False,standard,500.0,g,,Broccoli,broccoli,2.0,4.0,unbranded,1,1,unbranded,
298,293,Tesco,Cadbury Mini Egg Choc Cakes 6 pack,bakery,Cadbury,False,,,,6.0,Mini Egg Choc Cakes,mini egg choc cakes,2.5,0.42,branded,1,1,branded,
299,294,ASDA,Lindahls Pro + Kvarg Banoffee Pie,fresh_food,Lindahls,False,,150.6,g,,Pro + Kvarg Banoffee Pie,pro kvarg banoffee pie,1.25,8.3,branded,1,1,branded,
300,295,Sains,Sainsbury's Free From Raspberry Butterfly Cakes 185g,free-from,,True,dietary,185.0,g,,Raspberry Butterfly Cakes,raspberry butterfly cakes,2.5,13.5,own_brand,1,1,own_brand,
301,296,Sains,"Sainsbury's Rice Pudding, Creamed 400g",food_cupboard,,True,standard,400.0,g,,"Rice Pudding, Creamed",rice pudding creamed,0.9,2.3,own_brand,1,1,own_brand,
302,297,ASDA,George Home Red Alphabet Glass Mug - G,drinks,,True,standard,,,,Red Alphabet Glass Mug - G,red alphabet glass mug g,2.5,2.5,own_brand,1,1,own_brand,
303,298,Sains,Sainsbury's Wholegrain Mustard 180g,food_cupboard,,True,standard,180.0,g,,Wholegrain Mustard,wholegrain mustard,0.59,3.3,own_brand,1,1,own_brand,
304,299,Tesco,Batchelors Cup A Soup Chicken & Leek 4 Pack 86G,food_cupboard,Batchelors,False,,86.0,g,4.0,Cup A Soup Chicken and Leek,cup a soup chicken and leek,1.49,17.3,branded,1,1,branded,
305,300,Tesco,Tesco Fire Pit 10 Sweet & Smoky Beef Kebabs 400G,fresh_food,,True,standard,400.0,g,,Fire Pit 10 Sweet and Smoky Beef Kebabs,fire pit 10 sweet and smoky beef kebabs,4.5,11.25,own_brand,1,1,own_brand,
306,301,Sains,Bacardi Mango Mojito Premix Rum Cocktail 25cl,drinks,Bacardi,False,,250.0,ml,,Mango Mojito Premix Rum Cocktail,mango mojito premix rum cocktail,1.8,7.2,branded,1,1,branded,
307,302,Sains,"Sainsbury's Strawberry & Clotted Cream Cake, Taste the Difference 490g",bakery,,True,standard,490.0,g,,"Strawberry and Clotted Cream Cake, Taste the Difference",strawberry and clotted cream cake taste the difference,5.0,10.2,own_brand,1,1,own_brand,
308,303,Sains,Sainsbury's Beef Burgers With Onion x8 454g,frozen,,True,standard,454.0,g,8.0,Beef Burgers With Onion,beef burgers with onion,2.64,5.81,own_brand,1,1,own_brand,
309,304,Sains,"Starbucks by Nescafe Dolce Gusto Madagascar Vanilla Macchiato Coffee Pods, 12 Pods Per Box",drinks,Starbucks,False,,132.1,g,12.0,"by Nescafe Dolce Gusto Madagascar Vanilla Macchiato Coffee Pods, Per Box",by nescafe dolce gusto madagascar vanilla macchiato coffee pods per box,4.4,33.3,branded,1,1,branded,
310,305,Tesco,All Shook Up Mixed Sharing Pack Cocktail Cans 10x250ml,drinks,,False,,2500.0,ml,10.0,All Shook Up Mixed Sharing Pack Cocktail Cans,all shook up mixed sharing pack cocktail cans,10.0,4.0,unbranded,1,1,unbranded,
311,307,ASDA,Muscle Moose The Dinky Protein Bar Chocolate Donut Flavour,food_cupboard,,False,,35.0,g,,Muscle Moose The Dinky Protein Bar Chocolate Donut Flavour,muscle moose the dinky protein bar chocolate donut flavor,1.0,28.6,unbranded,1,1,unbranded,
312,308,Tesco,Tesco Marmalade Oranges Pack 1Kg,fresh_food,,True,standard,1000.0,g,,Marmalade Oranges Pack,marmalade oranges pack,2.0,2.0,own_brand,1,1,own_brand,
313,309,Tesco,The Gym Kitchen Piri Piri Chicken 400G,fresh_food,,False,,400.0,g,,The Gym Kitchen Piri Piri Chicken,the gym kitchen piri piri chicken,4.0,10.0,unbranded,1,1,unbranded,
314,310,Morrisons,Dr. Oetker Dark Chocolate Bar,food_cupboard,Dr. Oetker,False,,100.0,g,,Dark Chocolate Bar,dark chocolate bar,1.75,17.5,branded,1,1,branded,
315,311,Morrisons,Baskin Robbins Cool Mint Cookie Ice Cream,frozen,,False,,500.0,ml,,Baskin Robbins Cool Mint Cookie Ice Cream,baskin robbins cool mint cookie ice cream,4.5,9.0,unbranded,1,1,unbranded,
316,312,Morrisons,Illy Espresso Ground Coffee,food_cupboard,Illy,False,,250.0,g,,Espresso Ground Coffee,espresso ground coffee,7.25,29.0,branded,1,1,branded,
317,313,Tesco,Tesco Plant Chef 8 Meat Free Burgers 454G,frozen,,True,dietary,454.0,g,,8 Meat Free Burgers,8 meat free burgers,2.25,4.96,own_brand,1,1,own_brand,
318,314,ASDA,Ben's Original Pilau Microwave Rice,food_cupboard,Ben'S Original,False,,220.1,g,,Pilau Microwave Rice,pilau microwave rice,1.4,6.36,branded,1,1,branded,
319,315,ASDA,ASDA Extra Special 6 All-Butter Pastry Cases,food_cupboard,,True,premium,,,,6 All-Butter Pastry Cases,6 all butter pastry cases,2.5,0.42,own_brand,1,1,own_brand,
320,316,Tesco,Brewdog Punk Ipa 4X330ml,drinks,Brewdog,False,,1320.0,ml,4.0,Punk Ipa,punk ipa,6.25,4.74,branded,1,1,branded,
321,317,Sains,Kahlua Coffee Liqueur 70cl,drinks,Kahlua,False,,700.0,ml,,Coffee Liqueur,coffee liqueur,16.5,23.57,branded,1,1,branded,
322,318,ASDA,The Lions Kingdom 2 Ostrich Sous-Vide Steaks 250g,frozen,,False,,250.0,g,,The Lions Kingdom 2 Ostrich Sous-Vide Steaks,the lions kingdom 2 ostrich sous vide steaks,4.5,18.0,unbranded,1,1,unbranded,
323,319,Sains,Sainsbury's Sweet & Smoky BBQ Chicken Breast Chunks 80g,fresh_food,,True,standard,80.0,g,,Sweet and Smoky BBQ Chicken Breast Chunks,sweet and smoky bbq chicken breast chunks,1.3,16.3,own_brand,1,1,own_brand,
324,320,Tesco,Tropical Sun Jamaican Scotch Bonnet Pepper Sauce 142ml,food_cupboard,,False,,142.0,ml,,Tropical Sun Jamaican Scotch Bonnet Pepper Sauce,tropical sun jamaican scotch bonnet pepper sauce,2.15,15.1,unbranded,1,1,unbranded,
325,321,Sains,Walkers Less Salt Mild Cheese & Onion Crisps 45g,food_cupboard,Walkers,False,,45.0,g,,Less Salt Mild Cheese and Onion Crisps,less salt mild cheese and onion crisps,1.0,22.2,branded,1,1,branded,
326,322,Morrisons,Radacini Blanc De Noirs,drinks,,False,,752.1,ml,,Radacini Blanc De Noirs,radacini blanc de noirs,4.49,5.97,unbranded,1,1,unbranded,
327,323,ASDA,George Home Blue Bubble Hi-Ball Glass,drinks,,True,standard,,,,Blue Bubble Hi-Ball Glass,blue bubble hi ball glass,2.5,2.5,own_brand,1,1,own_brand,
328,324,Sains,KitKat Caramel Cookie Collision Incredible Giant Easter Egg 512.7g,free-from,Kitkat,False,,512.7,g,,Caramel Cookie Collision Incredible Giant Easter Egg,caramel cookie collision incredible giant easter egg,12.0,23.4,branded,1,1,branded,
329,325,ASDA,Jacob's Savours Thins Sour Cream & Chive Crackers 150g,food_cupboard,Jacob'S,False,,150.0,g,,Savours Thins Sour Cream and Chive Crackers,savours thins sour cream and chive crackers,1.9,12.7,branded,1,1,branded,
330,326,ASDA,Chicago Town Tiger Crust Double Pepperoni Pizza,frozen,Chicago Town,True,,319.9,g,,Tiger Crust Double Pepperoni Pizza,tiger crust double pepperoni pizza,1.75,5.47,branded,1,1,branded,
331,327,Morrisons,Guylian The Original Seashells Chocolate Box,food_cupboard,,False,,373.8,g,,Guylian The Original Seashells Chocolate Box,guylian the original seashells chocolate box,4.0,10.7,unbranded,1,1,unbranded,
332,328,Morrisons,Morrisons Mixed Vegetables,frozen,,True,standard,1000.0,g,,Mixed Vegetables,mixed vegetables,0.99,0.99,own_brand,1,1,own_brand,
333,329,ASDA,Indus Garlic Powder,food_cupboard,,False,,99.0,g,,Indus Garlic Powder,indus garlic powder,0.99,10.0,unbranded,1,1,unbranded,
334,330,Morrisons,Flora Pure Sunflower Oil with Vitamin E,food_cupboard,Flora,False,,2023.8,ml,,Pure Sunflower Oil with Vitamin E,pure sunflower oil with vitamin e,4.25,2.1,branded,1,1,branded,
335,331,Tesco,Guylian Seashells Boxed Chocolates 250G,food_cupboard,,False,,250.0,g,,Guylian Seashells Boxed Chocolates,guylian seashells boxed chocolates,6.5,26.0,unbranded,1,1,unbranded,
336,332,ASDA,ASDA Ice Cream Choc Sticks,frozen,,True,standard,,,,Ice Cream Choc Sticks,ice cream choc sticks,1.7,0.17,own_brand,1,1,own_brand,
337,333,Sains,Mr Kipling Battenberg Cake 230g,bakery,Mr Kipling,False,,230.0,g,,Battenberg Cake,battenberg cake,1.75,7.61,branded,1,1,branded,
338,334,Morrisons,Irwin's Together Cinnamon…,bakery,,False,,,,,Irwin's Together Cinnamon…,irwin s together cinnamon,1.79,1.79,unbranded,1,1,unbranded,
339,335,Morrisons,Morrisons Loose Pomegranate,fresh_food,,True,standard,,,,Loose Pomegranate,loose pomegranate,0.95,0.95,own_brand,1,1,own_brand,
340,336,Tesco,Blue Dragon Rich Hoisin Sauce 190Ml,food_cupboard,Blue Dragon,False,,190.0,ml,,Rich Hoisin Sauce,rich hoisin sauce,1.9,10.0,branded,1,1,branded,
341,337,ASDA,Olly's Pretzels Thins Sour Cream & Onion Pretzel Thins,food_cupboard,,False,,140.3,g,,Olly's Pretzels Thins Sour Cream and Onion Pretzel Thins,olly s pretzels thins sour cream and onion pretzel thins,1.95,13.9,unbranded,1,1,unbranded,
342,338,ASDA,ASDA Grated Carrot,fresh_food,,True,standard,150.0,g,,Grated Carrot,grated carrot,0.45,3.0,own_brand,1,1,own_brand,
343,339,Morrisons,Lindt Milk Chocolate Mini Eggs Bag,food_cupboard,Lindt,False,,80.0,g,,Milk Chocolate Mini Eggs Bag,milk chocolate mini eggs bag,1.0,12.5,branded,1,1,branded,
344,340,Tesco,Milo Instant Malt Chocolate Drinking Powder Tin Ghanaian 400g,food_cupboard,Milo,False,,400.0,g,,Instant Malt Chocolate Drinking Powder Tin Ghanaian,instant malt chocolate drinking powder tin ghanaian,5.75,14.4,branded,1,1,branded,
345,341,Sains,Sainsbury's Deli-Style Traditional Coleslaw 300g,fresh_food,,True,standard,300.0,g,,Deli-Style Traditional Coleslaw,deli style traditional coleslaw,1.1,3.7,own_brand,1,1,own_brand,
346,342,ASDA,Ginsters Chicken & Bacon Pasty,fresh_food,Ginsters,False,,180.6,g,,Chicken and Bacon Pasty,chicken and bacon pasty,1.95,10.8,branded,1,1,branded,
347,343,ASDA,George Home Smoked Cappuccino Mug,drinks,,True,standard,,,,Smoked Cappuccino Mug,smoked cappuccino mug,2.5,2.5,own_brand,1,1,own_brand,
348,344,Sains,Ssh! Indulgent Pot Au Choc Milkshake 250ml,fresh_food,,False,,250.0,ml,,Ssh! Indulgent Pot Au Choc Milkshake,ssh indulgent pot au choc milkshake,1.0,4.0,unbranded,1,1,unbranded,
349,345,Sains,Sainsbury's Double Chocolate Brownie Mini Bites 240g,bakery,,True,standard,240.0,g,,Double Chocolate Brownie Mini Bites,double chocolate brownie mini bites,3.0,12.5,own_brand,1,1,own_brand,
350,346,Sains,Twinings English Breakfast Loose Tea 125g,food_cupboard,Twinings,False,,125.0,g,,English Breakfast Loose Tea,english breakfast loose tea,2.5,20.0,branded,1,1,branded,
351,347,Tesco,Tesco Vegetable Sushi Snack 55G,fresh_food,,True,standard,55.0,g,,Vegetable Sushi Snack,vegetable sushi snack,1.3,23.6,own_brand,1,1,own_brand,
352,348,ASDA,ASDA Organic Seasonal Cabbage (Colour and Variety may vary),fresh_food,,True,standard,,,,Seasonal Cabbage (Colour and Variety may vary),seasonal cabbage colour and variety may vary,1.3,1.3,own_brand,1,1,own_brand,
353,349,Sains,Sipsmith London Limited Edition Very Berry Gin 700ml,drinks,Sipsmith,False,,700.0,ml,,London Limited Edition Very Berry Gin,london limited edition very berry gin,30.0,42.86,branded,1,1,branded,
354,350,ASDA,ASDA Cola 2 Litres,drinks,,True,standard,1750.0,ml,,Cola 2 Litres,cola 2 litres,0.7,0.4,own_brand,1,1,own_brand,
355,351,Sains,Ritter Sport Orange 100g,food_cupboard,Ritter Sport,False,,100.0,g,,Orange,orange,1.25,12.5,branded,1,1,branded,
356,352,ASDA,Chicago Town Takeaway Stuffed Crust Magnificent Meat Feast Large Pizza,frozen,Chicago Town,False,,639.7,g,,Takeaway Stuffed Crust Magnificent Meat Feast Large Pizza,takeaway stuffed crust magnificent meat feast large pizza,3.0,4.69,branded,1,1,branded,
357,353,ASDA,Mazzetti Organic Balsamic Vinegar of Modena,food_cupboard,Mazzetti,False,,250.0,ml,,Balsamic Vinegar of Modena,balsamic vinegar of modena,5.0,20.0,branded,1,1,branded,
358,355,Morrisons,Masons Dry Yorkshire Gin,drinks,,False,,700.2,ml,,Masons Dry Yorkshire Gin,masons dry yorkshire gin,23.0,32.85,unbranded,1,1,unbranded,
359,356,ASDA,George Home Green Simplicity 24cm Frying Pan,fresh_food,,True,standard,,,,Green Simplicity 24cm Frying Pan,green simplicity 24cm frying pan,10.0,10.0,own_brand,1,1,own_brand,
360,357,Morrisons,Kellogg's Chocolate Wheats,food_cupboard,Kellogg'S,False,,477.8,g,,Chocolate Wheats,chocolate wheats,2.15,4.5,branded,1,1,branded,
361,358,Tesco,Belvoir Cordial E/Flower Rose 500ml,drinks,Belvoir,False,,500.0,ml,,Cordial E/Flower Rose,cordial e flower rose,4.0,8.0,branded,1,1,branded,
362,359,Tesco,Beams The Whisky Collection 3 x 5cl Gift Set,drinks,,False,,150.0,ml,3.0,Beams The Whisky Collection Gift Set,beams the whisky collection gift set,8.0,53.33,unbranded,1,1,unbranded,
363,360,Morrisons,Yorkshire Tea 480 Bags,food_cupboard,Yorkshire Tea,False,,1505.7,g,480.0,,,13.25,8.8,branded,1,1,branded,
364,361,Sains,"Sainsbury's Unsmoked Air Dried Wiltshire Cured Back Bacon Rashers, Taste the Difference x8 240g",fresh_food,,True,standard,240.0,g,8.0,"Unsmoked Air Dried Wiltshire Cured Back Bacon Rashers, Taste the Difference",unsmoked air dried wiltshire cured back bacon rashers taste the difference,3.5,14.58,own_brand,1,1,own_brand,
365,363,Sains,Piper Heidsieck Brut NV Champagne 75cl,drinks,,False,,750.0,ml,,Piper Heidsieck Brut NV Champagne,piper heidsieck brut nv champagne,39.0,51.87,unbranded,1,1,unbranded,
366,364,Sains,Garner's Sweet Pickled Baby Onions 454g,food_cupboard,,False,,454.0,g,,Garner's Sweet Pickled Baby Onions,garner s sweet pickled baby onions,3.9,8.6,unbranded,1,1,unbranded,
367,365,Sains,Goong Instant Soup Gold Chicken 65g,food_cupboard,,False,,65.0,g,,Goong Instant Soup Gold Chicken,goong instant soup gold chicken,0.62,9.5,unbranded,1,1,unbranded,
368,366,Tesco,Tesco Scottish Rough Oatcakes 250G,food_cupboard,,True,standard,250.0,g,,Scottish Rough Oatcakes,scottish rough oatcakes,1.0,4.0,own_brand,1,1,own_brand,
369,367,Morrisons,Barefoot Pinot Grigio White Wine,drinks,Barefoot,False,,751.9,ml,,Pinot Grigio White Wine,pinot grigio white wine,8.0,10.64,branded,1,1,branded,
370,368,ASDA,Absolut Wild Berri Berry Flavoured Swedish Vodka,drinks,Absolut,False,,700.0,ml,,Wild Berri Berry Flavoured Swedish Vodka,wild berri berry flavored swedish vodka,22.0,31.43,branded,1,1,branded,
371,369,Tesco,Tesco 2 Breaded Cod Fillets 300G,fresh_food,,True,standard,300.0,g,,2 Breaded Cod Fillets,2 breaded cod fillets,3.25,10.83,own_brand,1,1,own_brand,
372,370,ASDA,George Green Easter Tumbler,fresh_food,,True,standard,,,,Green Easter Tumbler,green easter tumbler,1.0,1.0,own_brand,1,1,own_brand,
373,371,ASDA,Rowntree's Randoms Juicers Sweets Sharing Bag,food_cupboard,Rowntree'S,False,,140.2,g,,Randoms Juicers Sweets Sharing Bag,randoms juicers sweets sharing bag,1.5,10.7,branded,1,1,branded,
374,372,Tesco,Tesco Finest Belgian Dark Chocolate Brazil Nuts 225G,fresh_food,,True,premium,225.0,g,,Belgian Dark Chocolate Brazil Nuts,belgian dark chocolate brazil nuts,4.0,17.8,own_brand,1,1,own_brand,
375,373,Morrisons,Kershaw's The All Day Big Breakfast,frozen,,False,,399.7,g,,Kershaw's The All Day Big Breakfast,kershaw s the all day big breakfast,2.49,6.23,unbranded,1,1,unbranded,
376,374,ASDA,George Home Aqua Tracker Bottle,drinks,,True,standard,,,,Aqua Tracker Bottle,aqua tracker bottle,4.0,4.0,own_brand,1,1,own_brand,
377,375,Sains,Nestle KitKat Milk Chocolate Cereal 330g,food_cupboard,Nestle,False,,330.0,g,,KitKat Milk Chocolate Cereal,kitkat milk chocolate cereal,3.5,10.6,branded,1,1,branded,
378,376,ASDA,JUST ESSENTIALS by ASDA White Potatoes 2kg,fresh_food,,True,value,2000.0,g,,White Potatoes,white potatoes,1.39,0.69,own_brand,1,1,own_brand,
379,377,Morrisons,Morrisons Strawberry Bon Bons,food_cupboard,,True,standard,198.5,g,,Strawberry Bon Bons,strawberry bon bons,1.35,6.8,own_brand,1,1,own_brand,
380,379,Morrisons,Jack Daniel's Gluten Free Original BBQ Sauce,free-from,Jack Daniel'S,False,,551.9,g,,Original BBQ Sauce,original bbq sauce,4.25,7.7,branded,1,1,branded,
381,380,Tesco,Kabuto Noodles Chilli Chicken Ramen 65G,food_cupboard,Kabuto Noodles,False,,65.0,g,,Chilli Chicken Ramen,chilli chicken ramen,1.65,25.38,branded,1,1,branded,
382,381,Tesco,Tesco Finest 10 Prawn Lollipops 170g,frozen,,True,premium,170.0,g,,10 Prawn Lollipops,10 prawn lollipops,4.5,26.5,own_brand,1,1,own_brand,
383,382,Tesco,Birds Eye 4 Large Breaded Cod Fillets 440G,frozen,Birds Eye,False,,440.0,g,,4 Large Breaded Cod Fillets,4 large breaded cod fillets,6.5,14.77,branded,1,1,branded,
384,383,ASDA,Knorr Beef Stock Cubes,food_cupboard,Knorr,False,,79.8,g,,Beef Stock Cubes,beef stock cubes,1.9,23.8,branded,1,1,branded,
385,384,Sains,"Sainsbury's Beef Lasagne, Taste the Difference Ready Meal For 1 400g",fresh_food,,True,standard,400.0,g,,"Beef Lasagne, Taste the Difference For 1",beef lasagne taste the difference for 1,3.25,8.13,own_brand,1,1,own_brand,
386,385,ASDA,ASDA 8 Succulent Turkey Sausages,fresh_food,,True,standard,453.8,g,,8 Succulent Turkey Sausages,8 succulent turkey sausages,2.75,6.06,own_brand,1,1,own_brand,
387,386,Sains,Arla Lactofree Cream 250ml,fresh_food,Arla,False,,250.0,ml,,Lactofree Cream,lactofree cream,1.6,6.4,branded,1,1,branded,
388,387,Sains,Oatly Oat Drink Light Chilled 1L,food_cupboard,Oatly,False,,1000.0,ml,,Oat Drink Light Chilled,oat drink light chilled,2.1,2.1,branded,1,1,branded,
389,388,Sains,Stamford Street Co. Frozen Breaded British Chicken Nuggets 320g,frozen,,False,value,320.0,g,,Co. Frozen Breaded British Chicken Nuggets,co frozen breaded british chicken nuggets,1.0,3.13,unbranded,1,1,unbranded,
390,389,Tesco,Tesco Cheddar Cheese & Chive Dip 200G,fresh_food,,True,standard,200.0,g,,Cheddar Cheese and Chive Dip,cheddar cheese and chive dip,1.35,6.8,own_brand,1,1,own_brand,
391,390,Tesco,Gordon's Tropical Passionfruit Gin Bottle 37.5% Vol 70Cl,drinks,Gordon'S,False,,700.0,ml,,Tropical Passionfruit Gin Bottle,tropical passionfruit gin bottle,18.5,26.43,branded,1,1,branded,
392,391,ASDA,Robinsons Apple & Blackcurrant Squash No Added Sugar,drinks,Robinsons,False,,1027.8,ml,,Apple and Blackcurrant Squash,apple and blackcurrant squash,1.85,1.8,branded,1,1,branded,
393,392,Morrisons,Muller Light Banana and Custard Fat Free Yogurt,fresh_food,Muller,False,,160.7,g,,Light Banana and Custard Yogurt,light banana and custard yogurt,0.9,5.6,branded,1,1,branded,
394,393,Tesco,Stella Artois Premium Alcohol Free Lager Beer 4X330ml,drinks,Stella Artois,False,,1320.0,ml,4.0,Premium Lager Beer,premium lager beer,3.5,2.65,branded,1,1,branded,
395,395,ASDA,Gordon Ramsay Intenso Rosso,drinks,,False,,75.0,ml,,Gordon Ramsay Intenso Rosso,gordon ramsay intenso rosso,8.75,116.64,unbranded,1,1,unbranded,
396,396,ASDA,Clipper Organic Everyday Tea 80 Tea bags,drinks,Clipper,False,,285.7,g,80.0,Everyday Tea,everyday tea,3.0,10.5,branded,1,1,branded,
397,397,Tesco,Warburtons Milk Roll Sliced White Bread 400G,bakery,Warburtons,False,,400.0,g,,Milk Roll Sliced White Bread,milk roll sliced white bread,1.25,3.1,branded,1,1,branded,
398,398,Sains,SlimFast Ready to Drink Meal Replacement Shake Chocolate Flavour 6 meals 325ml,free-from,Slimfast,False,,325.0,ml,,Ready to Drink Meal Replacement Shake Chocolate Flavour 6 meals,ready to drink meal replacement shake chocolate flavor 6 meals,11.0,5.64,branded,1,1,branded,
399,399,Morrisons,Gressingham Duck Breast Fillets,fresh_food,Gressingham,False,,299.9,g,,Duck Breast Fillets,duck breast fillets,5.5,18.34,branded,1,1,branded,
400,400,Sains,Grenade Carb Killa Chocolate Chip Salted Caramel Bar 60g,food_cupboard,Grenade,False,,60.0,g,,Carb Killa Chocolate Chip Salted Caramel Bar,carb killa chocolate chip salted caramel bar,2.0,33.3,branded,1,1,branded,
401,401,Morrisons,Disaronno Amaretto,drinks,Disaronno,False,,699.9,ml,,Amaretto,amaretto,20.5,29.29,branded,1,1,branded,
402,402,Morrisons,Red Leg Spiced Rum,drinks,,False,,699.9,ml,,Red Leg Spiced Rum,red leg spiced rum,23.0,32.86,unbranded,1,1,unbranded,
403,403,Tesco,Tesco Pitted Green Olives Reduce Salt 340G,food_cupboard,,True,standard,340.0,g,,Pitted Green Olives Reduce Salt,pitted green olives reduce salt,1.3,8.0,own_brand,1,1,own_brand,
404,404,Tesco,Tesco Prawn Layered Salad 300G,fresh_food,,True,standard,300.0,g,,Prawn Layered Salad,prawn layered salad,2.85,9.5,own_brand,1,1,own_brand,
405,405,Sains,"Sainsbury's Demi-sec Champagne, Non Vintage 75cl",drinks,,True,standard,750.0,ml,,"Demi-sec Champagne, Non Vintage",demi sec champagne non vintage,22.0,29.26,own_brand,1,1,own_brand,
406,406,Tesco,Tesco Flat Leaf Parsley Medium Pot,fresh_food,,True,standard,,,,Flat Leaf Parsley Medium Pot,flat leaf parsley medium pot,1.5,1.5,own_brand,1,1,own_brand,
407,407,Sains,Betty Crocker Chocolate Fudge Brownie Mix 415g,food_cupboard,Betty Crocker,False,,415.0,g,,Chocolate Fudge Brownie Mix,chocolate fudge brownie mix,3.0,7.2,branded,1,1,branded,
408,408,ASDA,JUST ESSENTIALS by ASDA Pepperoni Pizza,fresh_food,,True,value,292.1,g,,Pepperoni Pizza,pepperoni pizza,1.25,4.28,own_brand,1,1,own_brand,
409,410,ASDA,George Home Happy Birthday Candles,bakery,,True,standard,,,,Happy Birthday Candles,happy birthday candles,1.5,0.12,own_brand,1,1,own_brand,
410,411,Tesco,Maggi Authentic Indian Masala Chilli Sauce 400g,food_cupboard,Maggi,False,,400.0,g,,Authentic Indian Masala Chilli Sauce,authentic indian masala chilli sauce,2.25,5.6,branded,1,1,branded,
411,412,Tesco,Itsu Teriyaki Chick'n Vegan Gyoza 240G,frozen,Itsu,False,,240.0,g,,Teriyaki Chick'n Gyoza,teriyaki chick n gyoza,4.25,17.71,branded,1,1,branded,
412,413,Morrisons,Ginsters Cheddar & Onion Slice,fresh_food,Ginsters,False,,170.1,g,,Cheddar and Onion Slice,cheddar and onion slice,1.99,11.7,branded,1,1,branded,
413,414,Tesco,Discover-In Hoisin Chicken Bao Bun Kit 414g,frozen,Discover-In,False,,414.0,g,,Hoisin Chicken Bao Bun Kit,hoisin chicken bao bun kit,3.5,8.45,branded,1,1,branded,
414,415,ASDA,George Home Yellow Fast Boil Textured Kettle GTK101Y-21,drinks,,True,standard,,,,Yellow Fast Boil Textured Kettle GTK101Y-21,yellow fast boil textured kettle gtk101y 21,18.0,18.0,own_brand,1,1,own_brand,
415,416,Tesco,Tony's Chocolonely Littl' Bits Triple chocolate mix 100g,food_cupboard,,False,,100.0,g,,Tony's Chocolonely Littl' Bits Triple chocolate mix,tony s chocolonely littl bits triple chocolate mix,2.5,25.0,unbranded,1,1,unbranded,
416,417,Tesco,Sensations Crushed Sea Salt & Black Peppercorn Flavour Potato Crisps 150g,food_cupboard,Sensations,False,,150.0,g,,Crushed Sea Salt and Black Peppercorn Flavour Potato Crisps,crushed sea salt and black peppercorn flavor potato crisps,1.5,10.0,branded,1,1,branded,
417,418,Morrisons,Market Street Salad Cress,fresh_food,,False,premium,,,,Salad Cress,salad cress,0.39,0.39,unbranded,1,1,unbranded,
418,419,Sains,Optibac Kids Strawberry Gummies x30,free-from,Optibac,False,,,,30.0,Kids Strawberry Gummies,kids strawberry gummies,11.0,0.37,branded,1,1,branded,
