cluster_id,cluster_size,n_supermarkets,supermarkets_present,category,match_type,known_brand,tier_type,unit_value,unit_type,pack_quantity,core_product_name_consensus,avg_pairwise_score,min_pairwise_score
0,3,3,ASDA|Morrisons|Sains,drinks,completion,Monster,,2000.0,ml,4.0,Energy Drink Ultra,0.8276884753901561,0.774764705882353
1,3,3,ASDA|Morrisons|Tesco,frozen,completion,Chicago Town,,635.0,g,,Large Takeaway Cheese Pizza,0.7352059073145698,0.7217916847590099
2,2,2,ASDA|Tesco,drinks,branded,Nesquik,,500.0,g,,Strawberry Flavoured Milkshake Powder Tub,0.963157894736842,0.963157894736842
3,2,2,Morrisons|Sains,drinks,branded,Brancott Estate,,750.0,ml,,Sauvignon Blanc White Wine,1.0,1.0
4,2,2,Sains|Tesco,food_cupboard,branded,Batchelors,,75.0,g,,"Super Noodles Pot, BBQ Beef",1.0,1.0
5,2,2,ASDA|Tesco,fresh_food,own_brand,,standard,400.0,g,,Macaroni Cheese,1.0,1.0
6,2,2,ASDA|Sains,food_cupboard,own_brand,,standard,300.0,g,,White Black and Red Quinoa,0.9076923076923076,0.9076923076923076
7,2,2,Sains|Tesco,fresh_food,branded,Wasabi,,150.0,g,,Home Bento Spicy Korean Chicken Pops,0.8737704918032787,0.8737704918032787
8,2,2,Morrisons|Sains,food_cupboard,branded,Milky Way,,100.0,g,,Magic Stars Milk Chocolate Bites Pouch Bag,0.8088992974238876,0.8088992974238876
9,2,2,Morrisons|Tesco,fresh_food,branded,Castello,,150.0,g,,Danish Blue Cheese,0.8913793103448275,0.8913793103448275
10,2,2,ASDA|Morrisons,food_cupboard,branded,Belvita,,250.0,g,5.0,Breakfast Biscuits Soft Bakes Filled Strawberry,0.8457142857142856,0.8457142857142856
11,2,2,Morrisons|Tesco,fresh_food,branded,I Can't Believe It's Not Butter,,450.0,g,,Original Spread,1.0,1.0
12,1,1,Morrisons,fresh_food,branded,Getpro,,175.0,g,,Caramel High Protein Pudding,,
13,1,1,Tesco,food_cupboard,branded,John West,,85.0,g,,Smoked Oysters Sunflower Oil,,
14,1,1,Morrisons,drinks,branded,Nestle,,6250.0,ml,,Pure Life Still Spring Water,,
15,1,1,ASDA,food_cupboard,own_brand,,standard,475.0,g,,White Lasagne Pasta Sauce,,
16,1,1,ASDA,fresh_food,own_brand,,premium,170.0,g,,Nut Mix,,
17,1,1,Morrisons,food_cupboard,branded,Mutti,,400.0,g,,Cherry Tomatoes,,
18,1,1,ASDA,fresh_food,own_brand,,dietary,175.0,g,,Chocolate Mousses,,
19,1,1,Sains,free-from,own_brand,,standard,360.0,g,6.0,Lamb and Mint Kebabs,,
20,1,1,Morrisons,drinks,unbranded,,,750.0,ml,,Chevaliers St Martin Aop Bordeaux,,
21,1,1,Tesco,drinks,branded,Scrumpy Jack,,1760.0,ml,4.0,Premium British Cider Can,,
22,1,1,Tesco,food_cupboard,branded,Mazzetti,,250.0,ml,,Gold Label Balsamic Vinegar Of Modena,,
23,1,1,ASDA,drinks,unbranded,,,750.0,ml,,Macon-Villages Reserve Chardonnay,,
24,1,1,Morrisons,frozen,unbranded,,standard,320.0,g,,Thin Crust Cheese Pizza,,
25,1,1,ASDA,drinks,branded,Hardys,,750.0,ml,,Crest Cabernet Shiraz Merlot,,
26,1,1,Sains,drinks,own_brand,,standard,1000.0,ml,,Pure 100% Prune Juice,,
27,1,1,Sains,drinks,own_brand,,standard,750.0,ml,,Quadruple Strength Summer Fruits Squash,,
28,1,1,ASDA,food_cupboard,branded,Buttermilk,,50.0,g,,Peanut Nougat,,
29,1,1,Tesco,fresh_food,own_brand,,premium,188.0,g,4.0,Pork Sausage Rolls,,
30,1,1,ASDA,food_cupboard,branded,Blue Riband,,288.5,g,16.0,Original Milk Chocolate Wafer Biscuits,,
31,1,1,Sains,food_cupboard,branded,Geeta's,,320.0,g,,Mango Chutney,,
32,1,1,ASDA,bakery,branded,Sheldon's,,,,,Lancashire Oven Bottom Muffins,,
33,1,1,Sains,food_cupboard,branded,Kellogg's,,300.0,g,,Special K The Original,,
34,1,1,Morrisons,food_cupboard,branded,Kind,,90.0,g,,Dark Chocolate Nuts and Sea Sa…,,
35,1,1,ASDA,drinks,branded,Sharp's,,500.0,ml,,Doom Bar Amber Ale,,
36,1,1,Tesco,drinks,unbranded,,value,200.0,g,80.0,,,
37,1,1,Tesco,fresh_food,branded,Philadelphia,,140.0,g,4.0,Original Soft Cream Cheese Mini Tub,,
38,1,1,Morrisons,free-from,branded,Applewood,,200.0,g,,Block,,
39,1,1,ASDA,food_cupboard,branded,Ambrosia,,240.0,g,2.0,Deluxe Custard Madagascan Vanilla,,
40,1,1,Tesco,drinks,own_brand,,premium,125.0,g,50.0,Chai,,
41,1,1,Sains,free-from,branded,Grenade,,60.0,g,,Jaffa Quake Chocolate Orange Flavour,,
42,1,1,Tesco,food_cupboard,branded,Mars,,128.0,g,4.0,Triple Treat Fruit Nut and Chocolate Bars Multipack,,
43,1,1,Sains,food_cupboard,own_brand,,standard,85.0,g,,Paprika Lentil Triangles,,
44,1,1,Sains,free-from,own_brand,,premium,150.0,g,,Raw Large Canadian Scallops MSC,,
45,1,1,Morrisons,food_cupboard,branded,Haribo,,175.0,g,,Tangfastics 11 Mini…,,
46,1,1,Sains,food_cupboard,branded,Snickers,,180.0,g,182.0,Creamy Peanut Butter and Milk Chocolate Snack Bars g,,
47,1,1,Sains,fresh_food,branded,Cadbury,,75.0,g,,Dairy Milk Daim Chocolate Dessert,,
48,1,1,Tesco,fresh_food,own_brand,,dietary,250.0,g,,Coleslaw,,
49,1,1,Sains,free-from,own_brand,,premium,180.0,g,,New York Vanilla Cheesecake Slices,,
50,1,1,Sains,fresh_food,own_brand,,standard,150.0,ml,,Fresh Soured Cream,,
51,1,1,Sains,food_cupboard,branded,Chicken Tonight,,500.0,g,,Honey and Mustard,,
52,1,1,Tesco,food_cupboard,branded,Fox's,,180.0,g,,Milk Chocolate Cookies,,
53,1,1,Tesco,fresh_food,branded,Alpro,,140.0,g,2.0,Double Chocolate Soya Dessert,,
54,1,1,ASDA,fresh_food,own_brand,,standard,100.0,g,,Goat's Cheese,,
55,1,1,Sains,food_cupboard,branded,Lindt,,200.0,g,,Lindor Strawberries and Cream Chocolate Truffles Box,,
56,1,1,Morrisons,food_cupboard,branded,Pg Tips,,231.8,g,80.0,Original,,
57,1,1,Sains,drinks,branded,Pommery,,750.0,ml,,Champagne Brut Royal,,
58,1,1,Sains,food_cupboard,branded,The Natural Confectionery Company,,130.0,g,,Jelly Snakes Sweets Bag,,
59,1,1,ASDA,fresh_food,own_brand,,value,400.0,g,,Wafer Thin Cooked Ham Slices,,
60,1,1,ASDA,frozen,branded,Birds Eye,,400.0,g,,Steam Fresh Mediterranean Pasta with Veg and Tomato Sauce,,
61,1,1,Sains,drinks,branded,Old Jamaica,,1500.0,ml,,"Ginger Beer, Diet",,
62,1,1,Sains,drinks,own_brand,,premium,750.0,ml,,Chardonnay,,
63,1,1,Tesco,food_cupboard,branded,Marmite,,125.0,g,,Yeast Extract Spread,,
64,1,1,Morrisons,food_cupboard,branded,Skinny Whip,,500.0,g,,Chocolate Orange,,
65,1,1,Tesco,food_cupboard,branded,Grace,,50.0,g,,Pumpkin Soup Mix,,
66,1,1,Tesco,fresh_food,own_brand,,standard,50.0,g,,Scotch Bonnet Chillies,,
67,1,1,Tesco,food_cupboard,branded,Roses,,454.0,g,,Lemon and Lime Marmalade,,
68,1,1,ASDA,bakery,own_brand,,dietary,150.0,g,5.0,Brownie Slices,,
69,1,1,Tesco,fresh_food,own_brand,,standard,80.0,g,,Honey Roast Salmon Flakes,,
70,1,1,Sains,fresh_food,branded,Higgidy,,250.0,g,,Steak and Ale Pie,,
71,1,1,Tesco,frozen,own_brand,,standard,270.0,ml,3.0,Caramel Millionaires Ice Cream,,
72,1,1,Sains,drinks,branded,Nestle,,6000.0,ml,12.0,Pure Life Still Spring Water,,
73,1,1,Tesco,frozen,own_brand,,standard,568.0,g,4.0,Chicken and Bacon Pies,,
74,1,1,Sains,food_cupboard,branded,Kubus,,300.0,ml,,Go Strawberry-Banana,,
75,1,1,ASDA,food_cupboard,branded,Schwartz,,36.0,g,,Somerset Pork Casserole Recipe Mix,,
76,1,1,Sains,free-from,branded,Yeo Valley,,350.0,g,,Kefir Strawberry Yogurt,,
77,1,1,Morrisons,fresh_food,own_brand,,standard,425.0,g,,Puff Pastry Block,,
78,1,1,Morrisons,frozen,own_brand,,standard,500.0,g,4.0,Garlic and Herb Chicken Kievs,,
79,1,1,ASDA,food_cupboard,own_brand,,value,125.0,g,,Batter Mix,,
80,1,1,Morrisons,drinks,branded,Barefoot,,750.0,ml,,Pink Moscato Rose Wine,,
81,1,1,Morrisons,food_cupboard,branded,Allinson,,3000.0,g,,Strong White Flour,,
82,1,1,Sains,free-from,unbranded,,,120.0,g,8.0,Häagen-Dazs Salted Caramel Ice Cream Bites,,
83,1,1,Morrisons,food_cupboard,branded,Al Fez,,,,,Harissa Wrap Kit,,
84,1,1,Morrisons,drinks,unbranded,,,,,,Vuse Go Edition 01 Mint Ice 20mg,,
85,1,1,ASDA,fresh_food,own_brand,,standard,250.0,g,,Cheshire Cheese,,
86,1,1,Morrisons,food_cupboard,branded,Kit Kat,,41.9,g,,Chunky Peanut Butter,,
87,1,1,Morrisons,fresh_food,branded,Pukka,,210.0,g,,All Day Breakfast Pie,,
88,1,1,Sains,fresh_food,own_brand,,standard,,,,Outdoor Novelty Mum and Baby Tete a Tete 9cm,,
89,1,1,Sains,drinks,branded,Red Bull,,250.0,ml,4.0,Energy Drink,,
90,1,1,Sains,free-from,branded,Rubicon,,1000.0,ml,,Lychee Fruit Juice Drink,,
91,1,1,Tesco,food_cupboard,branded,Kind,,90.0,g,3.0,Fruit and Nut,,
92,1,1,Sains,food_cupboard,branded,Dr. Oetker,,295.0,g,,Science Crazy Colour Changing Icing Cupcake Mix,,
93,1,1,ASDA,food_cupboard,branded,Jacob's,,138.0,g,6.0,Crinkly's Cheese and Onion Flavour Baked Snacks Multipack,,
94,1,1,Morrisons,fresh_food,own_brand,,standard,150.0,g,,Fishmongers Frozen Raw Peeled Argentinian Red Shrimp,,
95,1,1,Tesco,food_cupboard,branded,Bisto,,300.0,g,,Chicken Gravy Granules,,
96,1,1,Tesco,drinks,branded,Hardys,,750.0,ml,,Tintara Cabernet Sauvignon,,
97,1,1,ASDA,drinks,own_brand,,standard,680.0,g,240.0,Everyday,,
98,1,1,Sains,food_cupboard,branded,Fudco,,500.0,g,,Idli Instant Mix,,
99,1,1,ASDA,fresh_food,own_brand,,premium,500.0,g,,Coleslaw,,
100,1,1,Morrisons,food_cupboard,branded,Idahoan,,109.0,g,,Perfect Mash Cheddar Cheese,,
101,1,1,Tesco,food_cupboard,branded,Natco,,1000.0,g,,Ground Coriander,,
102,1,1,ASDA,bakery,own_brand,,standard,,,10.0,Chocolate Chip Madeleines,,
103,1,1,Morrisons,fresh_food,own_brand,,standard,1000.0,ml,,100% Orange Juice with Bits,,
104,1,1,Morrisons,drinks,branded,Robinsons,,1000.0,ml,,Fruit and Barley Peac…,,
105,1,1,Sains,drinks,branded,Buxton,,9000.0,ml,6.0,Still Natural Bottled Mineral Water,,
106,1,1,ASDA,food_cupboard,branded,Eat Real,,110.0,g,,Hummus Chips Tomato + Basil Flavour,,
107,1,1,Tesco,food_cupboard,branded,Popworks,,85.0,g,,Sweet Chipotle Chilli Sharing Bag Popped Crisps,,
108,1,1,Sains,free-from,unbranded,,,180.0,g,,Rhokett Chocolate and Caramel Cheesecake Slices,,
109,1,1,ASDA,food_cupboard,branded,Ainsley Harriott,,75.0,g,,Cream of Wild Mushroom Cup Soup,,
110,1,1,Morrisons,frozen,branded,Birds Eye,,220.0,g,,8 Battered Fish Fingers,,
111,1,1,Tesco,drinks,branded,Beavertown,,1320.0,ml,4.0,Neck Oil Session Ipa,,
112,1,1,ASDA,food_cupboard,branded,Merchant Gourmet,,250.0,g,,Smoky Spanish-Style Grains and Rice,,
113,1,1,Morrisons,food_cupboard,own_brand,,standard,225.0,g,80.0,Everyday Tea Bags,,
114,1,1,Morrisons,food_cupboard,branded,Amoy,,400.0,ml,,Rich Coconut Milk,,
115,1,1,Sains,frozen,branded,Cadbury,,400.0,g,,Dairy Milk Caramel Chocolate Brownie,,
116,1,1,ASDA,drinks,branded,Kopparberg,,1320.0,ml,4.0,Premium Cider with Strawberry and Pineapple,,
117,1,1,ASDA,food_cupboard,branded,Indus,,1800.0,g,,Chana Dal,,
118,1,1,ASDA,food_cupboard,branded,Batchelors,,93.1,g,,Cup a Soup Tomato Soup 4 Instant Soup Sachets,,
119,1,1,ASDA,food_cupboard,branded,Nando's,,454.0,g,,Perinaise Garlic Peri-Peri Mayonnaise,,
120,1,1,Morrisons,free-from,branded,Violife,,200.0,g,,Original Flavour Grated V…,,
121,1,1,Tesco,fresh_food,branded,Quorn,,300.0,g,,Biryani Bowl,,
122,1,1,Tesco,frozen,branded,Pukka,,306.0,g,,2 Chicken Bakes,,
123,1,1,ASDA,food_cupboard,branded,Grace,,50.0,g,,Coconut Milk Powder,,
124,1,1,Sains,food_cupboard,own_brand,,dietary,340.0,g,,Set Honey,,
125,1,1,Morrisons,frozen,own_brand,,standard,220.0,g,,Boneless Atlantic Salmon Portions Twin Pack,,
126,1,1,Sains,free-from,own_brand,,standard,1000.0,ml,,Vanilla Flavour Ice Cream,,
127,1,1,ASDA,free-from,branded,Blue Dragon,,400.0,ml,,Coconut Milk,,
128,1,1,Sains,food_cupboard,branded,Nando's,,260.0,g,,Peri-Peri Marinade Lemon and Herb Extra Mild,,
129,1,1,Morrisons,food_cupboard,branded,Hartleys,,750.0,g,6.0,Jelly Blackcurrant Flavour Jelly,,
130,1,1,Sains,drinks,branded,Villa Maria,,750.0,ml,,Sparkling Cuvée Brut,,
131,1,1,Sains,drinks,own_brand,,premium,250.0,ml,,Sicilian Lemon Gin and Tonic,,
132,1,1,ASDA,drinks,unbranded,,,700.0,ml,,El Jimador 100% Agave Tequila Blanco,,
133,1,1,Sains,food_cupboard,unbranded,,,1600.0,g,4.0,Muttil Whole Peeled Tomatoes,,
134,1,1,Morrisons,fresh_food,own_brand,,standard,200.0,g,,Fishmonger Kipper Fillets,,
135,1,1,Sains,food_cupboard,branded,Starbucks,,57.0,g,10.0,"by Nespresso Decaf Espresso Coffee Pods, 10 Drinks",,
136,1,1,Morrisons,food_cupboard,unbranded,,,250.0,g,,Holy Cow! Delhi Tikka Masala,,
137,1,1,Sains,food_cupboard,own_brand,,standard,400.0,g,,Oxtail Soup,,
138,1,1,Sains,fresh_food,own_brand,,standard,600.0,g,,Chunky Vegetable Soup,,
139,1,1,ASDA,drinks,own_brand,,standard,946.0,ml,,Diet Indian Tonic Water with Lime,,
140,1,1,ASDA,food_cupboard,branded,Grenade,,240.0,g,,Chocolate Chip Salted Caramel Flavour,,
141,1,1,ASDA,fresh_food,own_brand,,standard,,,,Zingy and Crisp Braeburn Apples,,
142,1,1,Sains,free-from,branded,Phd,,500.0,g,,Smart Protein Powder Plant Chocolate Cookie,,
143,1,1,Morrisons,fresh_food,own_brand,,premium,320.0,g,,Panc…,,
144,1,1,Sains,free-from,own_brand,,standard,1.0,g,180.0,Health Matters Immunity Chewable Vitamin C One a Day Tablet,,
145,1,1,ASDA,drinks,branded,Brewdog,,440.0,ml,,Hazy Jane Guava,,
146,1,1,Sains,free-from,branded,Science In Sport,,82.0,g,,Beta Fuel Orange Energy Drink,,
147,1,1,Sains,fresh_food,own_brand,,standard,,,,Large Garlic,,
148,1,1,Sains,drinks,unbranded,,,750.0,ml,,Edizione 789 Di Mondelli Prosecco,,
149,1,1,Sains,food_cupboard,unbranded,,,242.0,g,,Tony's Chocolonely Milk Chocolate,,
150,1,1,Morrisons,fresh_food,own_brand,,standard,1000.0,g,,BBQ Chicken Drums,,
151,1,1,Morrisons,fresh_food,own_brand,,standard,150.0,g,2.0,Fresh Bake Pork Sausage Rolls,,
152,1,1,Sains,free-from,branded,Pukka,,170.0,g,,No Steak Slice,,
153,1,1,Sains,fresh_food,own_brand,,standard,450.0,g,,Frozen Peach and Nectarine Slices,,
154,1,1,Morrisons,fresh_food,own_brand,,premium,300.0,g,,Aged Red Leicester,,
155,1,1,Morrisons,fresh_food,unbranded,,,360.0,g,,This Isn't Chicken Chicken Pieces,,
156,1,1,Sains,food_cupboard,unbranded,,,1000.0,ml,,Califia Farms Oat Drink Barista Blend,,
157,1,1,ASDA,food_cupboard,unbranded,,,200.0,g,,Shalimar Balti Mix,,
158,1,1,Sains,drinks,unbranded,,,1000.0,ml,,Grant's Triple Wood Blended Scotch Whisky,,
159,1,1,Tesco,fresh_food,own_brand,,standard,2000.0,g,,Lamb Whole Leg Joint,,
160,1,1,Sains,free-from,unbranded,,,36.0,g,,Orion Choco Boy Chocolate Biscuits,,
161,1,1,Sains,drinks,branded,Fever-tree,,1200.0,ml,8.0,Premium Indian Tonic Water,,
162,1,1,Morrisons,fresh_food,own_brand,,value,114.0,g,,Fruit Cocktail Trifle,,
163,1,1,Tesco,bakery,branded,Mcvitie's,,200.0,g,,8 Toasting Waffles Chocolate,,
164,1,1,Morrisons,drinks,branded,Ufit,,250.0,ml,,Chocolate Protein,,
165,1,1,ASDA,drinks,branded,Hobgoblin,,2250.0,ml,,Gold Beer,,
166,1,1,ASDA,free-from,own_brand,,dietary,300.0,g,,Brown Sauce,,
167,1,1,Sains,food_cupboard,unbranded,,,1000.0,ml,,Mazola Pure Corn Oil,,
168,1,1,Tesco,food_cupboard,unbranded,,,360.0,g,,and Me Super Berry Gut Loving Granola,,
169,1,1,Morrisons,food_cupboard,branded,Pek,,170.0,g,,Chopped Pork Gold,,
170,1,1,Morrisons,food_cupboard,branded,Aashirvaad,,360.0,g,,Phulka Roti,,
171,1,1,Sains,free-from,unbranded,,,400.0,g,,Plant Pioneers No Chicken Sweet and Sour with Tofu Fried Rice for 1,,
172,1,1,Tesco,food_cupboard,own_brand,,standard,392.0,g,,Beef Casserole,,
173,1,1,ASDA,food_cupboard,branded,Wrigley's,,37.8,g,9.0,Extra Cool Breeze Chewing Gum 3 Pieces,,
174,1,1,Sains,free-from,own_brand,,standard,180.0,g,2.0,Steamed ASC Scottish Salmon Portions,,
175,1,1,Morrisons,food_cupboard,branded,Grace,,500.0,ml,,Original Aloe Vera Juice Drink,,
176,1,1,ASDA,food_cupboard,own_brand,,standard,55.6,g,,Chopped Garlic,,
177,1,1,Tesco,food_cupboard,branded,Nandos,,262.0,g,,Peri Peri Quick Marinade Medium,,
178,1,1,Sains,food_cupboard,branded,Twinings,,35.0,g,20.0,Spiced Ginger Tea,,
179,1,1,Tesco,food_cupboard,branded,Simply Cook,,40.0,g,,Creamy Tuscan Sausage Pasta R/Kit,,
180,1,1,Tesco,drinks,branded,Belvoir,,500.0,ml,,Ginger Cordial,,
181,1,1,Tesco,fresh_food,own_brand,,standard,90.0,g,,Sugar Snap Peas And Sweet Chilli Dip,,
182,1,1,Morrisons,food_cupboard,branded,Bonne Maman,,375.0,g,,Peach Conserve,,
183,1,1,ASDA,bakery,own_brand,,standard,,,,Fluffy 16 Teacake Mini Bites,,
184,1,1,Sains,food_cupboard,unbranded,,,400.0,g,6.0,Black Farmer Premium Pork Sausages,,
185,1,1,Tesco,frozen,branded,Merchant Gourmet,,400.0,g,,Herby Mediterranean Vegetables and Couscous,,
186,1,1,ASDA,fresh_food,branded,Lurpak,,400.0,g,,Slightly Salted Spreadable,,
187,1,1,Tesco,bakery,own_brand,,standard,,,,Chocolate and Salted Caramel Drip Cake,,
188,1,1,Sains,drinks,own_brand,,standard,1000.0,ml,,Pure Tomato Juice,,
189,1,1,ASDA,fresh_food,own_brand,,standard,300.0,g,6.0,Mini Hog Roast Pork Pies,,
190,1,1,Tesco,fresh_food,own_brand,,premium,440.0,g,4.0,"Pork, Coastal Cheddar and Confit Onion Sausages",,
191,1,1,Morrisons,drinks,own_brand,,premium,750.0,ml,,Elderflower Presse,,
192,1,1,Sains,free-from,own_brand,,dietary,,,,Sweet Pointed Peppers,,
193,1,1,Morrisons,food_cupboard,unbranded,,,340.0,g,,Mackays Scottish Strawberry Preserve,,
194,1,1,Sains,fresh_food,own_brand,,premium,454.0,g,,Chicken Bacon Caesar,,
195,1,1,Tesco,drinks,branded,Jim Beam,,1000.0,ml,,Kentucky Straight Bourbon Whiskey,,
196,1,1,ASDA,food_cupboard,branded,Sharwood's,,300.0,g,,Plum Sauce,,
197,1,1,Sains,food_cupboard,branded,Ritter Sport,,100.0,g,,Rum Raisin and Hazelnut,,
198,1,1,Sains,food_cupboard,unbranded,,,230.0,g,,Koh-Kae Peanuts Nori Wasabi Flavour Coated,,
199,1,1,Sains,free-from,own_brand,,standard,110.0,g,,"Mild Cheddar Slices with Cracked Black Pepper, Summer Edition",,
200,1,1,Tesco,food_cupboard,branded,The Spice Tailor,,300.0,g,,Butter Chicken Mild Curry,,
201,1,1,Tesco,fresh_food,own_brand,,dietary,,,,Falafel Houmous Wrap,,
202,1,1,Sains,food_cupboard,branded,Rowse,,340.0,g,,Natural Blossom Honey Squeezy,,
203,1,1,ASDA,food_cupboard,branded,Grace,,75.0,g,,Exotic Chips Purple Sweet Potato,,
204,1,1,Tesco,food_cupboard,own_brand,,standard,200.0,g,,Chopped Mixed Nuts,,
205,1,1,Morrisons,bakery,own_brand,,standard,,,,Christmas Dundee Cake,,
206,1,1,Morrisons,drinks,unbranded,,,,,,Vapes Bars Ghost Banana Ice 20mg,,
207,1,1,Tesco,drinks,own_brand,,standard,1000.0,ml,,Low Calorie Indian Tonic Water With Lime,,
208,1,1,ASDA,drinks,unbranded,,,700.0,ml,,Glen Moray Speyside Single Malt Scotch Whisky Twisted Vine,,
209,1,1,Morrisons,drinks,own_brand,,standard,1000.0,ml,,Manor Hall Fortif…,,
210,1,1,Tesco,food_cupboard,own_brand,,standard,52.0,g,,Ground Nutmeg,,
211,1,1,ASDA,fresh_food,unbranded,,,300.0,g,,Shazans Smoked Salt and Pepper Lamb Sausages,,
212,1,1,Sains,drinks,branded,Robinsons,,750.0,ml,,Orange,,
213,1,1,ASDA,frozen,branded,Goodfella's,,250.0,g,,2 Triple Cheese Pizza Pockets,,
214,1,1,ASDA,food_cupboard,own_brand,,premium,450.0,g,,Roast Chicken Stock,,
215,1,1,ASDA,food_cupboard,branded,Santa Maria,,200.0,g,,Hot Green Jalapeños,,
216,1,1,ASDA,bakery,own_brand,,standard,800.0,g,,Bake at Home Tiger Bloomer,,
217,1,1,ASDA,food_cupboard,unbranded,,,400.0,ml,,Łowicz Cherry Sour Syrup,,
218,1,1,Sains,food_cupboard,unbranded,,,290.0,g,,Levi Roots Reggae Reggae Jerk BBQ Sauce,,
219,1,1,Sains,food_cupboard,unbranded,,,330.0,ml,,Tropical Sun American Style Root Beer,,
220,1,1,ASDA,fresh_food,branded,Innocent,,330.0,ml,,Plus Berry Set Go Raspberry and Cherry Juice,,
221,1,1,Morrisons,bakery,branded,Cadbury,,,,,Dairy Milk Cornfl…,,
222,1,1,ASDA,food_cupboard,branded,Leon,,240.4,ml,,Love Burger Sauce,,
223,1,1,Tesco,drinks,own_brand,,premium,750.0,ml,,Pinot Grigio Blush,,
224,1,1,Tesco,food_cupboard,own_brand,,premium,250.0,g,,Salted Caramel Sauce,,
225,1,1,Tesco,fresh_food,branded,Yamas,,150.0,g,,Authentic Greek Feta Pdo,,
226,1,1,Sains,free-from,unbranded,,,600.0,g,,BOL Garden Pea and Spinach Protein Power Soup,,
227,1,1,Morrisons,drinks,unbranded,,,,,,Velo Max Ruby Berry 17mg,,
228,1,1,Morrisons,food_cupboard,own_brand,,standard,190.0,g,,Midget Gems,,
229,1,1,Sains,free-from,own_brand,,premium,170.0,g,,Fire Roasted Red Pepper Dip Summer Edition,,
230,1,1,ASDA,drinks,branded,Nescafe,,120.0,g,,Gold Cappuccino Decaf Unsweetened Taste Coffee Sachets,,
231,1,1,Sains,food_cupboard,branded,Walkers,,150.0,g,6.0,Prawn Cocktail Multipack Crisps,,
232,1,1,Sains,food_cupboard,branded,Chicken Tonight,,500.0,g,,Mushroom Sauce,,
233,1,1,Sains,drinks,branded,Diet Coke,,1000.0,ml,4.0,,,
234,1,1,Sains,food_cupboard,own_brand,,dietary,350.0,g,,Tomato Sauce with Basil,,
235,1,1,Tesco,food_cupboard,own_brand,,dietary,300.0,g,,Choco-Nut Pillows,,
236,1,1,Sains,fresh_food,own_brand,,standard,,,,Braeburn Apples,,
237,1,1,Morrisons,food_cupboard,branded,Mother Africa,,680.0,g,,Fufu Flour,,
238,1,1,Sains,food_cupboard,branded,Bisto,,175.0,g,,Gravy Granules,,
239,1,1,Sains,fresh_food,branded,Higgidy,,155.0,g,,Spinach and Tomato Quiche,,
240,1,1,ASDA,drinks,own_brand,,premium,750.0,ml,,Cóte De Beaune Villages,,
241,1,1,Tesco,food_cupboard,own_brand,,standard,400.0,g,,Vanilla Sponge Mix,,
242,1,1,Morrisons,food_cupboard,own_brand,,standard,100.0,g,,Sardines in Harissa Sauce,,
243,1,1,Morrisons,drinks,branded,Cruzcampo,,3960.0,ml,12.0,Sevilla Lager Beer,,
244,1,1,Morrisons,food_cupboard,branded,Princes,,160.0,g,,Mexican Tuna Salad Bowl,,
245,1,1,Tesco,bakery,own_brand,,dietary,,,,Stripey The Caterpillar Cake,,
246,1,1,Sains,food_cupboard,branded,Pot Noodle,,100.0,g,,Chilli Chicken Instant Snack,,
247,1,1,ASDA,fresh_food,own_brand,,standard,450.0,g,,Tender 4 Pork Loin Steaks,,
248,1,1,Sains,drinks,unbranded,,,1000.0,ml,,Nexba Naturally Pineapple Soft Drink,,
249,1,1,Morrisons,bakery,branded,Hovis,,800.0,g,,Seeded Batch Bread,,
250,1,1,Sains,drinks,branded,Hardys,,750.0,ml,,VR Sauvignon Blanc,,
251,1,1,Morrisons,food_cupboard,unbranded,,,100.0,g,,Extra Watermelon Flavour Sugarfree Ch…,,
252,1,1,ASDA,drinks,branded,Timothy Taylor's,,500.0,ml,,Landlord Classic Pale Ale,,
253,1,1,Sains,food_cupboard,branded,Costa,,200.0,g,,Coffee Mocha Italia Signature Blend Ground for Cafetiere and Filter,,
254,1,1,Morrisons,food_cupboard,branded,Allinson,,1000.0,g,,Plain Wholemeal Flour,,
255,1,1,Morrisons,fresh_food,own_brand,,standard,340.0,g,,Chinese Sweet and Sour Chicken,,
256,1,1,ASDA,drinks,own_brand,,standard,240.0,g,,Mexican Style Bean Mix in Water,,
257,1,1,Tesco,frozen,branded,Quorn,,240.0,g,,Tomato and Mozzarella Escalopes,,
258,1,1,Morrisons,fresh_food,unbranded,,,250.0,g,,Crisp 'N' Dry Solid White Vegetable Oil,,
259,1,1,ASDA,food_cupboard,unbranded,,,300.0,g,,Tropics Original Recipe Hot and Spicy Chicken Fry Mix,,
260,1,1,Tesco,drinks,own_brand,,standard,1000.0,ml,4.0,Reduced Cal G and T,,
261,1,1,Tesco,food_cupboard,unbranded,,,180.0,g,,Tony's Chocolonely Milk Chocolate Caramel Biscuit,,
262,1,1,Sains,free-from,own_brand,,standard,350.0,g,,Arrabiata Sauce,,
263,1,1,Tesco,food_cupboard,own_brand,,standard,1000.0,ml,,Coconut Drink,,
264,1,1,Sains,drinks,branded,Red Bull,,250.0,ml,,"Spiced Pear Energy Drink, the Winter Edition",,
265,1,1,Tesco,fresh_food,own_brand,,standard,423.0,g,,Chicken and Bacon Sandwich Filler,,
266,1,1,Tesco,frozen,branded,Cadbury,,400.0,ml,4.0,Creme Egg Ice Cream Cones,,
267,1,1,Sains,fresh_food,own_brand,,standard,300.0,g,,Watermelon,,
